X,Y
0.065507989,0.488155797
0.067210573,0.489572546
0.06542628,0.491030679
0.066933344,0.488596858
0.068750152,0.496739481
0.068750152,0.496739481
0.068750152,0.496739481
0.070493862,0.496718354
0.070249319,0.505345728
0.071993322,0.505324251
0.073655977,0.508178831
0.074209719,0.505129976
0.070641806,0.508048434
0.072645678,0.50173815
0.071850179,0.502360705
0.076190524,0.517638602
0.074363021,0.520538255
0.074057589,0.525150375
0.07362926,0.510996798
0.075945309,0.526275719
0.074988487,0.521587191
0.074662114,0.533096569
0.072877314,0.534557329
0.075454377,0.54355736
0.075454377,0.54355736
0.073666896,0.545019389
0.07533154,0.547879312
0.076739635,0.545075819
0.07511432,0.55186612
0.074347874,0.547825771
0.0757206,0.550577287
0.074401161,0.549601923
0.076944861,0.551216469
0.077818642,0.55881325
0.076125109,0.545400167
0.075957649,0.562253959
0.075756697,0.558357278
0.075756697,0.558357278
0.077580677,0.566555176
0.075793558,0.568018167
0.075752524,0.56945939
0.075752524,0.56945939
0.076164512,0.57634542
0.077293683,0.576644463
0.076430845,0.587516531
0.076430845,0.587516531
0.083003084,0.613369288
0.078217779,0.588306041
0.083176693,0.6289874
0.081841275,0.635934881
0.081799567,0.6373851
0.086831694,0.650207157
0.083351342,0.644616627
0.08154922,0.646087826
0.081331458,0.657529008
0.081029116,0.678915097
0.083835255,0.689565612
0.078759212,0.692631284
0.075180571,0.694125499
0.071601856,0.695619274
0.066084409,0.702957313
0.06472836,0.703421619
0.062599092,0.733203925
0.060696479,0.737602206
0.053559973,0.739129986
0.048153349,0.742100458
0.04883939,0.760795101
0.046756453,0.771056085
0.041205175,0.778423356
0.037149376,0.785237546
0.029389098,0.796485112
0.026551141,0.81235843
0.027350861,0.821100295
0.021774522,0.828488903
0.023425046,0.832884392
0.017892037,0.838805566
0.01744366,0.853510774
0.015478858,0.859408619
0.015594983,0.870849429
0.0190353,0.875241607
0.020237509,0.894380473
0.020351624,0.905860115
0.018087831,0.906186106
0.022664678,0.923448232
0.022483291,0.929350805
0.022256452,0.936730479
0.023457412,0.955910999
0.025067284,0.961804598
0.026525936,0.984792635
0.031355537,0.996600777
0.029468335,0.99957454
0.030623085,1.02029234
0.026892746,1.024763856
0.031579481,1.057477026
0.032782867,1.076795332
0.028985496,1.082770995
0.027086571,1.08575917
0.022868699,1.105132529
0.022588787,1.114066241
0.020641874,1.118546901
0.014611893,1.137953309
0.011363419,1.150052835
0.014465634,1.169604063
0.002875607,1.192090408
0.000919365,1.196587168
-0.003363459,1.216821108
-0.010809443,1.222848026
-0.016973962,1.24533387
-0.019521432,1.268790966
-0.030585324,1.305238878
-0.036347759,1.31428791
-0.040682975,1.3353674
-0.047198728,1.336508246
-0.056411261,1.3700694
-0.06608079,1.386688135
-0.073879917,1.401798262
-0.075164384,1.429824287
-0.08648247,1.440440703
-0.092173582,1.467910955
-0.098416301,1.469201457
-0.109610229,1.496725795
-0.11164566,1.50278925
-0.114791417,1.520713963
-0.121828615,1.533123364
-0.128150874,1.557404725
-0.130794137,1.565723465
-0.133465055,1.596849318
-0.139232962,1.604464709
-0.147291422,1.618925972
-0.148185018,1.632030385
-0.149086564,1.657907723
-0.154859914,1.665535562
-0.157495395,1.68839432
-0.155976444,1.696712274
-0.164072778,1.7180772
-0.164609924,1.733333963
-0.166985216,1.748601693
-0.165657285,1.790937702
-0.169893737,1.811712564
-0.170766837,1.836239455
-0.172777992,1.840843368
-0.172331902,1.863429088
-0.172765212,1.87870595
-0.177127211,1.894143617
-0.179419511,1.912104328
-0.183678461,1.927494067
-0.181220222,1.945680551
-0.192369615,1.962914949
-0.190926359,1.976376015
-0.19010077,1.988932489
-0.188171991,2.027526912
-0.195782651,2.032022056
-0.19891037,2.055369345
-0.201516953,2.075506954
-0.203019032,2.085187541
-0.207155098,2.096040424
-0.207611747,2.108447831
-0.213504698,2.116204702
-0.213619211,2.119307973
-0.219178221,2.154201108
-0.224569948,2.169461569
-0.227845156,2.194418901
-0.22848368,2.211562341
-0.229178527,2.232110645
-0.228300495,2.239517856
-0.234538288,2.25512341
-0.237949195,2.264900067
-0.245424136,2.299379679
-0.245660888,2.305642891
-0.249151917,2.333933495
-0.253655792,2.352748719
-0.254525336,2.375039929
-0.260704497,2.387593293
-0.261186543,2.4001746
-0.265408548,2.411170856
-0.261546118,2.444383752
-0.26809616,2.470148675
-0.274008851,2.47485722
-0.276712279,2.495379052
-0.275278283,2.506090739
-0.2745587,2.519921735
-0.279470474,2.549474072
-0.274822187,2.55716516
-0.272521331,2.581119861
-0.280958668,2.600116455
-0.274717224,2.61438661
-0.273290159,2.627117969
-0.279140774,2.648200205
-0.277462289,2.654577276
-0.273788924,2.672366747
-0.271089273,2.700774377
-0.271646112,2.726263673
-0.273646333,2.747472421
-0.275905226,2.755447214
-0.276159219,2.761841037
-0.280041837,2.781458525
-0.279601261,2.796689409
-0.283666907,2.835438496
-0.286306992,2.854216052
-0.285587729,2.865557374
-0.287594918,2.883357996
-0.291767664,2.889748576
-0.298904106,2.935224256
-0.304609541,2.950139993
-0.307164615,2.96463303
-0.315032549,2.964544108
-0.325683482,3.015442461
-0.324066155,3.019383697
-0.326665189,3.035080988
-0.333597864,3.054654331
-0.337238868,3.075912893
-0.339625815,3.085621849
-0.343730406,3.08880922
-0.346185491,3.10014453
-0.349148328,3.123558624
-0.346765203,3.142742499
-0.3436225,3.186773623
-0.344579987,3.204374021
-0.343060677,3.21058959
-0.34066909,3.229862518
-0.336925867,3.236469538
-0.337953519,3.270108853
-0.328595397,3.281973017
-0.321952005,3.290608342
-0.320346521,3.300478124
-0.321529521,3.32309904
-0.322529657,3.348437236
-0.320349797,3.359568099
-0.323947719,3.383667617
-0.332580548,3.389137293
-0.341033948,3.403090844
-0.337339839,3.405507891
-0.3457945,3.419466375
-0.351675874,3.44205127
-0.363747585,3.472198365
-0.366310734,3.470907884
-0.379747734,3.497788725
-0.386510167,3.512519362
-0.393132323,3.523948895
-0.401513409,3.528724405
-0.409519593,3.5321945
-0.413884433,3.538712821
-0.422401369,3.546792461
-0.43358242,3.543608618
-0.439466976,3.557215506
-0.452130533,3.566853645
-0.454384343,3.571766641
-0.455989239,3.587332128
-0.465225041,3.586412059
-0.468447916,3.592003337
-0.472888805,3.600179182
-0.475361871,3.610061052
-0.475794722,3.619993802
-0.479300011,3.631135018
-0.475027487,3.630012747
-0.476036481,3.644566554
-0.474066808,3.646273205
-0.476543825,3.65616364
-0.47361708,3.674148791
-0.469329653,3.67768601
-0.469620771,3.684316607
-0.465970348,3.694362448
-0.459911657,3.696166722
-0.449610194,3.713831845
-0.445464751,3.708357313
-0.43700652,3.703958951
-0.428685677,3.724908843
-0.424441202,3.728448538
-0.416707373,3.738572309
-0.405254903,3.737701248
-0.402194783,3.741148727
-0.389077914,3.748120271
