X,Y
-0.196425871,0.399310684
-0.204446374,0.40890173
-0.222732415,0.403241707
-0.230715968,0.407289306
-0.249375864,0.41705995
-0.26165849,0.441038735
-0.275506716,0.441056919
-0.292705681,0.441269707
-0.310795259,0.44110636
-0.319434104,0.44263472
-0.33789809,0.441941075
-0.351896045,0.453186692
-0.368192,0.441689142
-0.385581891,0.449007932
-0.401021329,0.449148164
-0.411183824,0.450222185
-0.429873632,0.455860079
-0.443959117,0.443887461
-0.459840857,0.458293425
-0.475563806,0.460285674
-0.488669994,0.458882874
-0.500786135,0.458792362
-0.516255324,0.461741837
-0.528308074,0.464663458
-0.542421333,0.47759897
-0.55374844,0.476170625
-0.569250781,0.467253645
-0.583139677,0.482829541
-0.596006402,0.490576256
-0.606499767,0.487804995
-0.615205682,0.493549695
-0.625153082,0.491504927
-0.639346442,0.510140146
-0.646598666,0.510526715
-0.655165136,0.524483354
-0.664052078,0.523437095
-0.67254242,0.53550881
-0.682073735,0.535479753
-0.695884399,0.560294267
-0.705486454,0.567734834
-0.710959707,0.57777497
-0.72257727,0.582710967
-0.732037296,0.597952428
-0.744202004,0.605142348
-0.748260545,0.622374055
-0.766997196,0.630973332
-0.77234441,0.636604059
-0.783988649,0.661006945
-0.794197892,0.661013165
-0.807320873,0.665852069
-0.818223913,0.702886622
-0.832008667,0.713121932
-0.842947948,0.719941569
-0.851096218,0.730355908
-0.862540388,0.740522291
-0.876989415,0.752684304
-0.886684749,0.754412464
-0.904550242,0.762573601
-0.917611339,0.789804956
-0.931227805,0.786847584
-0.946379624,0.801493074
-0.960243814,0.804622447
-0.971710706,0.816173089
-0.989133707,0.821914266
-0.997382934,0.820003326
-1.014927357,0.83607138
-1.03006892,0.846492976
-1.042655589,0.856953919
-1.053274686,0.864164371
-1.073959783,0.86312935
-1.084421814,0.865974808
-1.094820511,0.867351377
-1.113175727,0.863851819
-1.124109556,0.866260333
-1.13443797,0.866163779
-1.150449215,0.875099239
-1.165857079,0.886939735
-1.177444472,0.886445793
-1.192535073,0.887387285
-1.209754883,0.887189621
-1.216705488,0.888572142
-1.225577135,0.871770153
